customer_msg,msg_clean,brand_reply,cluster,stratum,intent,should_escalate,escalation_reason,customer_tweet_id,thread_root,is_adversarial,adversarial_kinds,is_sensitive,is_thread_start,labelled_by
@115940 @hulu_support why doesn’t your app work in Germany 💔,why doesn’t your app work in Germany 💔,"@284290 Sorry! Hulu is only available in the U.S. at this time ( https://t.co/j4VIqEAsD2 ), but we'll share the interest! 🇩🇪",3,adversarial,device_app_issue,no,,687870.0,687870.0,1.0,very_short,0.0,True,ai_claude
@hulu_support why are you guys struggling so much to stream the Rams game? Haven’t been able to watch any of the second half.,why are you guys struggling so much to stream the Rams game? Haven’t been able to watch any of the second half.,"@767027 Sorry for the trouble! Which device do you use? For now, please try a quick device+modem/reboot. Any change after?",1,natural,live_tv_sports_issue,no,,2737421.0,2737421.0,0.0,,0.0,True,ai_claude
@hulu_support when starting a show in progress on Apple TV is there a quick way to jump to live vs starting at beginning?,when starting a show in progress on Apple TV is there a quick way to jump to live vs starting at beginning?,"@299105 Hi! We'll share the interest in Go to Live. For now, press the center of the touchpad on your remote and swipe right to FF faster.",0,natural,feature_request,no,,2064774.0,2064774.0,0.0,,0.0,True,ai_claude
Is anyone's @115940 account messing up? Like in the middle of a movie it will switch to another random movie.,Is anyone's account messing up? Like in the middle of a movie it will switch to another random movie.,"@735389 That shouldn't be! Which device do you use+which movies have you noticed this with? For now, try a quick device reboot.",0,escalation_sensitive,playback_error,no,,2597316.0,2597316.0,0.0,,1.0,True,ai_claude
@hulu_support One of my live channels just has a black screen and this in the lower left corner. ?? https://t.co/8OBxD5dFwx,One of my live channels just has a black screen and this in the lower left corner. ??,"@341527 Happy to look into this for you, David! What channel are you trying to stream and through what device?",0,adversarial,live_tv_sports_issue,no,,933877.0,933877.0,1.0,multi_question,0.0,True,ai_claude
"@hulu_support I seem to have constant buffering/stuttering going from HD to SD???my speed test, internet seems fine/fast. Can you help?","I seem to have constant buffering/stuttering going from HD to SD???my speed test, internet seems fine/fast. Can you help?","@377622 Let's see if we can fix that! Which device are you using to stream? Try unplugging your device, modem/router for a few mins.",0,adversarial,playback_error,no,,1091804.0,1091804.0,1.0,multi_question,0.0,True,ai_claude
@hulu_support how do I apply the $5.99 promo to my account ?,how do I apply the $5.99 promo to my account ?,"@300183 While this offer is typically for new subscribers, we'd be happy to see what we can do. Reach out here: https://t.co/6YdK7bvQN7.",0,escalation_sensitive,billing_charge,yes,,753868.0,753868.0,0.0,,1.0,True,ai_claude
@115940 knows I'm sick of their shit and ready to cancel so of course their website won't load.,knows I'm sick of their shit and ready to cancel so of course their website won't load.,"@198708 We'd hate to lose you, Eli! The issue you were encountering has now been resolved though, so let us know if we can help from here.",0,escalation_sensitive,device_app_issue,no,,347293.0,347293.0,0.0,,1.0,True,ai_claude
Hey @115940 I've spent the last month power watching @1662 and YOU DONT HAVE THE FINALE EPISODES,Hey I've spent the last month power watching and YOU DONT HAVE THE FINALE EPISODES,"@445037 Sorry to cause a panic, Hannah! We got you covered. Finish power watching the two-part finale special under Clips/Extras. 👍🏽",0,natural,content_availability,no,,1397711.0,1397711.0,0.0,,0.0,True,ai_claude
"Dear, @hulu_support &amp; @115940, why is only ep. 7, season 1 of Hangin’ w/ Mr. Cooper unavail? How will I know what happened w/ the @1052?!","Dear, &amp; , why is only ep. 7, season 1 of Hangin’ w/ Mr. Cooper unavail? How will I know what happened w/ the ?!","@180222 Sorry about that, Kristy! This episode should be available now. Try restarting your device if you don't see it right away. 💚",8,natural,content_availability,no,,269296.0,269296.0,1.0,multi_question,0.0,True,ai_claude
@115940 I'm tired of the Cialis ads. It reminds me that our government is more concerned with erections than women's health. #HandsOffMyBC,I'm tired of the Cialis ads. It reminds me that our government is more concerned with erections than women's health. #HandsOffMyBC,"@654240 For a more personalized ad experience, try updating your ad preferences: https://t.co/4jUgTZxAj7 directly on a computer.",0,natural,general_complaint,no,,2244337.0,2244337.0,0.0,,0.0,True,ai_claude
@hulu_support can’t access my account through roku or app.Tried to contact support-chat help unavailable. My acct is up paid as of 10/12/17,can’t access my account through roku or app.Tried to contact support-chat help unavailable. My acct is up paid as of 10/12/17,@339460 Apologies! Still need a hand? Call us: https://t.co/LkhXOWWq74 (number under email field) and we'll get this sorted ASAP. 👍🏽,3,escalation_sensitive,account_access,yes,,924760.0,924760.0,0.0,,1.0,True,ai_claude
"So what's up with all the ""not on this device"" and ""not in your subscription"" errors I'm getting with @115940 live?","So what's up with all the ""not on this device"" and ""not in your subscription"" errors I'm getting with live?","@286063 Our apologies for the trouble, Mark! We'd love to take a closer look together. Which devices and channels/shows does this occur on?",6,escalation_sensitive,live_tv_sports_issue,no,,696062.0,696062.0,0.0,,1.0,True,ai_claude
@hulu_support why is my hulu account not working on any device ?! 😫😫😫😫😫,why is my hulu account not working on any device ?! 😫😫😫😫😫,@680989 Sorry! 😔 What exact symptoms are you running into? We'll start here: https://t.co/HXpLyTU79x. Let us know if things improve!,3,adversarial,account_access,yes,,2357621.0,2357621.0,1.0,emoji_heavy,1.0,True,ai_claude
"@hulu_support thank you for live beta in Seattle! So good. Ending cable. Please get ABC live, then perfect!","thank you for live beta in Seattle! So good. Ending cable. Please get ABC live, then perfect!",@252541 We're so glad to hear this! We'll absolutely share your interest in seeing ABC available live in your area.,2,natural,praise_chatter,no,,2538213.0,2538213.0,0.0,,0.0,True,ai_claude
When @115940 does the thing where it comes out of full screen when it jumps to the next episode in a series 🙄😒😒,When does the thing where it comes out of full screen when it jumps to the next episode in a series 🙄😒😒,@612475 Hey there! Are you experiencing this in browser? Or through a pop-out window? Which browser do you use?,7,rare_boost,playback_error,no,,2071015.0,2071015.0,1.0,emoji_heavy,0.0,True,ai_claude
@115940 can you put season 3 of rick &amp; morty on hulu yet? :)),can you put season 3 of rick &amp; morty on hulu yet? :)),"@454755 Through our on-demand service, we have the rights for past seasons of R&amp;M. New eps of S3 are available w/our Live TV service.",5,rare_boost,content_availability,no,,1442749.0,1442749.0,0.0,,0.0,True,ai_claude
"I would love to watch @7147’s The Middle, but they don’t keep all the episodes up on @115940 so I guess I just won’t watch. I will pay Hulu and watch ads to see all episodes but you don’t give me the option. So I just won’t watch it... bummer.","I would love to watch ’s The Middle, but they don’t keep all the episodes up on so I guess I just won’t watch. I will pay Hulu and watch ads to see all episodes but you don’t give me the option. So I just won’t watch it... bummer.",@657537 We'll share the request for the on-demand plan! With Live TV (https://t.co/O9QhZdLbxw) we offer earlier ones through networks,1,adversarial,content_availability,no,,2257892.0,2257892.0,1.0,very_long,0.0,True,ai_claude
@hulu_support ABC isn't showing on my hulu live account and I'm trying to watch the #AMAs tonight. Please advise!,ABC isn't showing on my hulu live account and I'm trying to watch the #AMAs tonight. Please advise!,"@493672 Oh no! Does ABC appear as on-demand only in your area: https://t.co/rjjbP5LBwR ? If so, try: https://t.co/qeNe09PMRW.",1,rare_boost,live_tv_sports_issue,no,,1607214.0,1607214.0,0.0,,1.0,True,ai_claude
Finally caught up on @116602 @11528 and went to @115940 to finish catching up and now I’m super disappointed because it doesn’t exist. How am I supposed to catch up now? 😭😭😩💔,Finally caught up on and went to to finish catching up and now I’m super disappointed because it doesn’t exist. How am I supposed to catch up now? 😭😭😩💔,"@251300 Sorry for any trouble! Were you looking to watch Criminal Minds on Hulu? If so, we do not have the rights to this show but we do have: https://t.co/legxQHm0e6. We'll share your request.",0,adversarial,content_availability,no,,561194.0,561194.0,1.0,emoji_heavy,0.0,True,ai_claude
"@hulu_support whats up today? Your service is buffering constantly, more so than usual. Why am I always having so much trouble?","whats up today? Your service is buffering constantly, more so than usual. Why am I always having so much trouble?",@451095 Sorry! We ran into an issue that affected live playback. Let us know your device/more info if you're still having trouble!,4,natural,playback_error,no,,1425122.0,1425122.0,1.0,multi_question,0.0,True,ai_claude
"Hey, Hulu. I'm looking forward to Seahawks/Eagles on NBC Sunday Night Football. Crossing my fingers, both for the Seahawks and that Hulu Live doesn't lose the channel. @115940 @hulu_support","Hey, Hulu. I'm looking forward to Seahawks/Eagles on NBC Sunday Night Football. Crossing my fingers, both for the Seahawks and that Hulu Live doesn't lose the channel.","@230708 Hey, J! Get your game face ready, looks like you're all set for Sunday! #seahawks",3,rare_boost,praise_chatter,no,,486313.0,486313.0,0.0,,0.0,True,ai_claude
@hulu_support why do I keep getting this error: cdn-2-d2aead01? There is nothing wrong with my internet connection btw.,why do I keep getting this error: cdn-2-d2aead01? There is nothing wrong with my internet connection btw.,"@566125 Sorry for the delay, Jason! Were you using live TV perhaps? If so, it sounds like you were affected by a known issue we've fixed.",9,rare_boost,playback_error,no,,2644858.0,2644858.0,0.0,,0.0,True,ai_claude
"@hulu_support I wish you guys would stop emailing me saying I have a free month of Hulu. I click the link and login and it says I can pay 5.99 a month with no free month. I just want my free month, idk if you're worth resubbing to yet.","I wish you guys would stop emailing me saying I have a free month of Hulu. I click the link and login and it says I can pay 5.99 a month with no free month. I just want my free month, idk if you're worth resubbing to yet.","@778100 Apologies for the trouble, Scott! We'd love to investigate this report a bit further. 📞 or 💬 here: https://t.co/6YdK7bvQN7.",6,rare_boost,billing_charge,yes,,2787176.0,2787176.0,1.0,very_long,1.0,True,ai_claude
Did y’all fix this issue yet @115940 https://t.co/neDfSH4qYc,Did y’all fix this issue yet,@475369 Sorry for any disappointment! Our rights to stream this show expired on 9/1: https://t.co/S2gYeht9I5. We'll share your request.,0,natural,other,yes,,1532599.0,1532599.0,1.0,very_short,0.0,True,ai_claude
"HEY @115940 I WANT TO WATCH RICK AND MORTY. NO MORE ""TITLE CANT BE PLAYED AT THIS TIME."" I do NOT accept your apology for the inconvenience 👿","HEY I WANT TO WATCH RICK AND MORTY. NO MORE ""TITLE CANT BE PLAYED AT THIS TIME."" I do NOT accept your apology for the inconvenience 👿",@__Humphrey__ Mr. Meeseeks is on it! Thanks for hanging in there. Please watch: https://t.co/FqPxXIM9CS for updates. 💚,5,rare_boost,playback_error,no,,724799.0,724799.0,1.0,shouting,0.0,True,ai_claude
@hulu_support I need to sync my account with my Spotify student account. Can’t figure this out online!,I need to sync my account with my Spotify student account. Can’t figure this out online!,"@174875 We can help with that! Try: https://t.co/eLkTYA6geI. If you run into any trouble, we recommend reaching out directly to Spotify",0,natural,account_access,yes,,247750.0,247750.0,0.0,,1.0,True,ai_claude
"@115940 @hulu_support please put spongebob, scooby doo, and bobobo-bo bo-bobobo on hulu please.","please put spongebob, scooby doo, and bobobo-bo bo-bobobo on hulu please.",@498736 Thanks for the suggestions! We'd be happy to pass along these requests to our content team here.,3,natural,content_availability,no,,1629303.0,1629303.0,0.0,,0.0,True,ai_claude
About to cancel @115940 this is ridiculous https://t.co/G1Rj6maslM,About to cancel this is ridiculous,"@820984 We'd hate to see you go! If you do not have Hulu open on more than two devices or browser window/tabs, follow up here: https://t.co/6YdK7bvQN7. We'll investigate!",0,adversarial,general_complaint,no,,2976823.0,2976823.0,1.0,very_short,1.0,True,ai_claude
@hulu_support hi trying ne to confirm Hulu live TV is available on both TCL55P605 and TCL55P607 tvs prior to purchase. Help? Thx ;),hi trying ne to confirm Hulu live TV is available on both TCL55P605 and TCL55P607 tvs prior to purchase. Help? Thx ;),"@798133 Hi, Rasha. Looks like both of these are Roku TV models, which are supported for Live TV! For more: https://t.co/ebJiKPYn0Q.",2,rare_boost,feature_request,no,,2874929.0,2874929.0,0.0,,0.0,True,ai_claude
"@hulu_support  when I signed up for my free trial, Hulu wouldn’t let me sign in unless I used a “past account” and now it won’t let me sign in to other devices. Help please","when I signed up for my free trial, Hulu wouldn’t let me sign in unless I used a “past account” and now it won’t let me sign in to other devices. Help please","@380546 Strange! We'd love to take a closer look at this, so call/chat here: https://t.co/6YdK7bvQN7. We'll need to pull up your account!",0,escalation_sensitive,account_access,yes,,1104067.0,1104067.0,0.0,,1.0,True,ai_claude
@hulu_support get you’re shit together the streaming quality for live nfl college Fb is awful continuous buffering on ATV 4K,get you’re shit together the streaming quality for live nfl college Fb is awful continuous buffering on ATV 4K,"@205379 Apologies! We recommend uninstalling/reinstalling our app, then power off your Apple TV 4 and modem/router for 1-2 minutes.",0,natural,live_tv_sports_issue,no,,376759.0,376759.0,0.0,,0.0,True,ai_claude
@hulu_support massive fail on the FS1 MN / Iowa game.,massive fail on the FS1 MN / Iowa game.,@698353 So sorry for the trouble last night! We experienced an issue that affected live streaming—it's been resolved. Apologies again!,1,adversarial,live_tv_sports_issue,no,,2433516.0,2433516.0,1.0,very_short,0.0,True,ai_claude
@hulu_support I'm getting an error 5005. Everything else streams fine. What's up?,I'm getting an error 5005. Everything else streams fine. What's up?,"@681001 Let's change that, Jordan! What device is this occurring on? To start, try: https://t.co/HXpLyTU79x. Any improvement?",9,rare_boost,playback_error,no,,2357667.0,2357667.0,0.0,,0.0,True,ai_claude
Phenomenal experience on the phone just now from a @hulu_support CSR. Other streaming services don't want to talk to you. These guys do! A+,Phenomenal experience on the phone just now from a CSR. Other streaming services don't want to talk to you. These guys do! A+,"@305014 Thanks for sharing your positive experience, Ron! Mind sending us a DM w/ email on file? We'd like to share your kind words.",6,natural,praise_chatter,no,,774470.0,774470.0,0.0,,0.0,True,ai_claude
I wonder if @115940 will ever make a version of its Xbox app that doesn’t just randomly stop working???,I wonder if will ever make a version of its Xbox app that doesn’t just randomly stop working???,"@701125 Oh no! What behavior are you running into? For now, please try:  https://t.co/Vhwt8NxkrE or https://t.co/QpG0y65PvC.",3,adversarial,device_app_issue,no,,2445494.0,2445494.0,1.0,multi_question,0.0,True,ai_claude
@hulu_support so once again your business has mess up my account how is it every month it's mess up do y'all not know how to fix this if I wanted to go on there &amp; fix it every month I wouldn't have set it up for every month. Ugh getting on my last nerves,so once again your business has mess up my account how is it every month it's mess up do y'all not know how to fix this if I wanted to go on there &amp; fix it every month I wouldn't have set it up for every month. Ugh getting on my last nerves,"@315435 Sorry to hear about the trouble, Sherry! Did you have a chance to follow up here: https://t.co/6YdK7bvQN7 for next steps?",0,escalation_sensitive,account_access,yes,,2363665.0,2363665.0,1.0,very_long,1.0,True,ai_claude
"dear @hulu_support I lost my shows on my watch list &amp; when I add them again, nothing shows. Can I get #credit off on #account w/this? 😂#checkNmail","dear I lost my shows on my watch list &amp; when I add them again, nothing shows. Can I get #credit off on #account w/this? 😂#checkNmail",@703437 Oh no! This sounds like something we're looking into. Please call/chat us so we can take a look: https://t.co/6YdK7bvQN7.,1,escalation_sensitive,billing_charge,yes,,2455562.0,2455562.0,0.0,,1.0,True,ai_claude
"Can @115940 please fix their website, it tells me I have 3 episodes to watch and then I don’t ;( #lies","Can please fix their website, it tells me I have 3 episodes to watch and then I don’t ;( #lies",@712218 Oh no! Were the episodes watched on our website? Or were they possibly watched on a phone or living room device that uses the new Hulu app?,1,natural,device_app_issue,no,,2966343.0,2966343.0,0.0,,0.0,True,ai_claude
@hulu_support. I keep getting new profiles on my account that i never made how to stop this,. I keep getting new profiles on my account that i never made how to stop this,@802249 That's odd. Sorry to hear about this! Please chat w/ us here: https://t.co/6YdK7bvQN7 so we can get to the bottom of this ASAP.,0,escalation_sensitive,account_access,yes,,2894836.0,2894836.0,0.0,,1.0,True,ai_claude
@hulu_support Hi I forgot to put my account on hold and was charged for this month. If I cancel my account can I possibly be refunded?,Hi I forgot to put my account on hold and was charged for this month. If I cancel my account can I possibly be refunded?,"@381436 Hi, Jordan! We'd be happy to take a look. Please contact us by phone or chat: https://t.co/6YdK7bvQN7 when you have a chance.",0,escalation_sensitive,billing_charge,yes,,1107653.0,1107653.0,0.0,,1.0,True,ai_claude
@115940 Future Man Season 2- make it happen. Thanks! =),Future Man Season 2- make it happen. Thanks! =),"@735611 Thanks for your support! We don't have any news about additional seasons of Future Man, but we'll share your interest.",8,rare_boost,content_availability,no,,2598234.0,2598234.0,0.0,,0.0,True,ai_claude
@115940  this new layout on Amazon fire is really infuriating. Why can't I just see all the damn available episodes!?!?,this new layout on Amazon fire is really infuriating. Why can't I just see all the damn available episodes!?!?,"@203223 Hi! To see all available eps, head to the series page and select ""Episodes."" More navigation help here: https://t.co/zS2PPOcsyE.",0,natural,device_app_issue,no,,368146.0,368146.0,1.0,multi_question,0.0,True,ai_claude
